Text,new_text,languages,new_text_after_translation,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,scores,compound,sentiment
my little brother got pfizer had sore arm two days that was it,my little brother got pfizer had sore arm two days that was it,ENGLISH,my little brother got pfizer had sore arm two days that was it,"[('my', 'PRP$'), ('little', 'JJ'), ('brother', 'NN'), ('got', 'VBD'), ('pfizer', 'NN'), ('had', 'VBD'), ('sore', 'VBN'), ('arm', 'JJ'), ('two', 'CD'), ('days', 'NNS'), ('that', 'WDT'), ('was', 'VBD'), ('it', 'PRP')]","['little', 'brother', 'get', 'pfizer', 'sore', 'arm', 'two', 'day']","['little', 'brother', 'get', 'pfizer', 'sore', 'arm', 'day']","['brother', 'pfizer', 'arm', 'day']","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3612}",-0.3612,neutral
i've already got pfizer. guess i'll go get moderna now so i can get paid,i've already got pfizer. guess i'll go get moderna now so i can get paid,ENGLISH,i've already got pfizer. guess i'll go get moderna now so i can get paid,"[('i', 'JJ'), ('ve', 'VBP'), ('already', 'RB'), ('got', 'VBN'), ('pfizer', 'JJ'), ('guess', 'NN'), ('i', 'NN'), ('all', 'DT'), ('go', 'VBP'), ('get', 'VB'), ('modern', 'JJ'), ('now', 'RB'), ('so', 'IN'), ('i', 'NN'), ('can', 'MD'), ('get', 'VB'), ('paid', 'VBN')]","['already', 'get', 'pfizer', 'guess', 'go', 'get', 'modern', 'get', 'pay']","['already', 'get', 'pfizer', 'guess', 'go', 'get', 'modern', 'get', 'pay']","['pfizer', 'guess', 'get']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
i had both doses pfizer vaccine first dose sore arm second dose sore arm nothing more,i had both doses pfizer vaccine first dose sore arm second dose sore arm nothing more,ENGLISH,i had both doses pfizer vaccine first dose sore arm second dose sore arm nothing more,"[('i', 'NN'), ('had', 'VBD'), ('both', 'DT'), ('doses', 'NNS'), ('pfizer', 'VBP'), ('vaccine', 'NN'), ('first', 'RB'), ('dose', 'RB'), ('sore', 'JJ'), ('arm', 'JJ'), ('second', 'NN'), ('dose', 'NN'), ('sore', 'NN'), ('arm', 'NN'), ('nothing', 'NN'), ('more', 'RBR')]","['dose', 'pfizer', 'vaccine', 'first', 'dose', 'sore', 'arm', 'second', 'dose', 'sore', 'arm', 'nothing']","['dose', 'pfizer', 'vaccine', 'first', 'dose', 'sore', 'arm', 'second', 'dose', 'sore', 'arm']","['pfizer', 'vaccine', 'arm', 'dose', 'arm']","{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
"i knew pfizer was working 3rd booster shot, but i didn‚Äôt know moderna.","i knew pfizer was working 3rd booster shot, but i didn‚Äôt know moderna.",ENGLISH,"i knew pfizer was working 3rd booster shot, but i didn‚Äôt know moderna.","[('i', 'JJ'), ('knew', 'VBD'), ('pfizer', 'NN'), ('was', 'VBD'), ('working', 'VBG'), ('ord', 'NN'), ('booster', 'NN'), ('shot', 'NN'), ('but', 'CC'), ('i', 'JJ'), ('didn', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('know', 'VBP'), ('modern', 'JJ')]","['know', 'pfizer', 'work', 'ord', 'booster', 'shot', 'know', 'modern']","['know', 'pfizer', 'work', 'ord', 'booster', 'shot', 'know', 'modern']","['pfizer', 'ord', 'booster', 'shot']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
nobody my family had any reaction pfizer beyond vague fatigue about 12 hrs. most us didn‚Äôt even experience that.,nobody my family had any reaction pfizer beyond vague fatigue about 12 hrs. most us didn‚Äôt even experience that.,ENGLISH,nobody my family had any reaction pfizer beyond vague fatigue about 12 hrs. most us didn‚Äôt even experience that.,"[('nobody', 'NN'), ('my', 'PRP$'), ('family', 'NN'), ('had', 'VBD'), ('any', 'DT'), ('reaction', 'NN'), ('pfizer', 'NN'), ('beyond', 'IN'), ('vague', 'JJ'), ('fatigue', 'NN'), ('about', 'IN'), ('twelve', 'PDT'), ('his', 'PRP$'), ('most', 'JJS'), ('us', 'PRP'), ('didn', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('even', 'RB'), ('experience', 'NN'), ('that', 'IN')]","['nobody', 'family', 'reaction', 'pfizer', 'beyond', 'vague', 'fatigue', 'twelve', 'we', 'even', 'experience']","['family', 'reaction', 'pfizer', 'vague', 'fatigue', 'even', 'experience']","['family', 'reaction', 'pfizer', 'fatigue']","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.34}",-0.34,positive
don‚Äôt disagree with you that 1/3 country is ignorant/should be vaccinated. i was icu &amp; got both pfizer shots 1st day available. my point is that israel is good example country that did almost everything right it is still prevalent &amp; getting worse.,don‚Äôt disagree with you that 1/3 country is ignorant/should be vaccinated. i was icu &amp; got both pfizer shots 1st day available. my point is that israel is good example country that did almost everything right it is still prevalent &amp; getting worse.,ENGLISH,don‚Äôt disagree with you that 1/3 country is ignorant/should be vaccinated. i was icu &amp; got both pfizer shots 1st day available. my point is that israel is good example country that did almost everything right it is still prevalent &amp; getting worse.,"[('don', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('disagree', 'VBP'), ('with', 'IN'), ('you', 'PRP'), ('that', 'IN'), ('one', 'CD'), ('three', 'CD'), ('country', 'NN'), ('is', 'VBZ'), ('ignorant', 'JJ'), ('should', 'MD'), ('be', 'VB'), ('vaccinated', 'VBN'), ('i', 'NN'), ('was', 'VBD'), ('icu', 'JJ'), ('amp', 'NN'), ('got', 'VBD'), ('both', 'DT'), ('pfizer', 'FW'), ('shots', 'NNS'), ('est', 'VBP'), ('day', 'NN'), ('available', 'JJ'), ('my', 'PRP$'), ('point', 'NN'), ('is', 'VBZ'), ('that', 'IN'), ('israel', 'NN'), ('is', 'VBZ'), ('good', 'JJ'), ('example', 'NN'), ('country', 'NN'), ('that', 'WDT'), ('did', 'VBD'), ('almost', 'RB'), ('everything', 'NN'), ('right', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('still', 'RB'), ('prevalent', 'JJ'), ('amp', 'IN'), ('getting', 'VBG'), ('worse', 'JJR')]","['disagree', 'one', 'three', 'country', 'ignorant', 'vaccinated', 'icu', 'amp', 'get', 'pfizer', 'shot', 'est', 'day', 'available', 'point', 'israel', 'good', 'example', 'country', 'almost', 'everything', 'right', 'still', 'prevalent', 'amp', 'get', 'bad']","['disagree', 'country', 'ignorant', 'vaccinated', 'icu', 'amp', 'get', 'pfizer', 'shot', 'day', 'available', 'point', 'good', 'example', 'country', 'almost', 'right', 'still', 'prevalent', 'amp', 'get', 'bad']","['country', 'icu', 'amp', 'pfizer', 'shot', 'day', 'example', 'country', 'amp']","{'neg': 0.12, 'neu': 0.819, 'pos': 0.061, 'compound': -0.4215}",-0.4215,negative
"nah. i had zero problems with 1st or 2nd pfizer. one my profs was bed 2 days after 2nd, but she says it beat getting covid. we had students friends who were terribly ill, some have long covid/post covid syndrome.","nah. i had zero problems with 1st or 2nd pfizer. one my profs was bed 2 days after 2nd, but she says it beat getting covid. we had students friends who were terribly ill, some have long covid/post covid syndrome.",ENGLISH,"nah. i had zero problems with 1st or 2nd pfizer. one my profs was bed 2 days after 2nd, but she says it beat getting covid. we had students friends who were terribly ill, some have long covid/post covid syndrome.","[('nah', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('zero', 'CD'), ('problems', 'NNS'), ('with', 'IN'), ('est', 'JJS'), ('or', 'CC'), ('and', 'CC'), ('pfizer', 'VB'), ('one', 'CD'), ('my', 'PRP$'), ('profs', 'NN'), ('was', 'VBD'), ('bed', 'VBN'), ('two', 'CD'), ('days', 'NNS'), ('after', 'IN'), ('and', 'CC'), ('but', 'CC'), ('she', 'PRP'), ('says', 'VBZ'), ('it', 'PRP'), ('beat', 'VBD'), ('getting', 'VBG'), ('covid', 'NN'), ('we', 'PRP'), ('had', 'VBD'), ('students', 'NNS'), ('friends', 'NNS'), ('who', 'WP'), ('were', 'VBD'), ('terribly', 'RB'), ('ill', 'VB'), ('some', 'DT'), ('have', 'VBP'), ('long', 'JJ'), ('covid', 'NN'), ('post', 'NN'), ('covid', 'NN'), ('syndrome', 'NN')]","['zero', 'problem', 'e', 'pfizer', 'one', 'profs', 'bed', 'two', 'day', 'say', 'beat', 'get', 'covid', 'student', 'friend', 'terribly', 'ill', 'long', 'covid', 'post', 'covid', 'syndrome']","['problem', 'e', 'pfizer', 'bed', 'day', 'say', 'beat', 'get', 'covid', 'student', 'friend', 'terribly', 'ill', 'long', 'covid', 'post', 'covid', 'syndrome']","['problem', 'pfizer', 'bed', 'day', 'student', 'friend', 'post', 'syndrome']","{'neg': 0.239, 'neu': 0.676, 'pos': 0.085, 'compound': -0.7579}",-0.7579,negative
i had my 2nd dose pfizer april. absolutely no side effects. except sore arm couple days.,i had my 2nd dose pfizer april. absolutely no side effects. except sore arm couple days.,ENGLISH,i had my 2nd dose pfizer april. absolutely no side effects. except sore arm couple days.,"[('i', 'NN'), ('had', 'VBD'), ('my', 'PRP$'), ('and', 'CC'), ('dose', 'VB'), ('pfizer', 'NN'), ('april', 'NNS'), ('absolutely', 'RB'), ('no', 'DT'), ('side', 'NN'), ('effects', 'NNS'), ('except', 'IN'), ('sore', 'NN'), ('arm', 'JJ'), ('couple', 'NN'), ('days', 'NNS')]","['dose', 'pfizer', 'april', 'absolutely', 'side_effect', 'except', 'sore', 'arm', 'couple', 'day']","['dose', 'pfizer', 'absolutely', 'side_effect', 'sore', 'arm', 'couple', 'day']","['dose', 'pfizer', 'side_effect', 'arm', 'couple', 'day']","{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.6115}",-0.6115,neutral
just got invited pfizer‚Äôs booster trial. stay tuned,just got invited pfizer‚Äôs booster trial. stay tuned,ENGLISH,just got invited pfizer‚Äôs booster trial. stay tuned,"[('just', 'RB'), ('got', 'VBN'), ('invited', 'JJ'), ('pfizer', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('booster', 'VBP'), ('trial', 'NN'), ('stay', 'NN'), ('tuned', 'VBD')]","['get', 'invite', 'pfizer', 'booster', 'trial', 'stay_tune']","['get', 'invite', 'pfizer', 'booster', 'trial', 'stay_tune']","['pfizer', 'booster', 'trial']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"just made my appt covid vaccine, gonna get pfizer one. anyone have any stories or side effects did you get sick day longer i just want know what expect. i‚Äôm def little nervous. üò©üôèüèº","just made my appt covid vaccine, gonna get pfizer one. anyone have any stories or side effects did you get sick day longer i just want know what expect. i‚Äôm def little nervous. weary_facefolded_handsmedium-light_skin_tone",ENGLISH,"just made my appt covid vaccine, gonna get pfizer one. anyone have any stories or side effects did you get sick day longer i just want know what expect. i‚Äôm def little nervous. weary_facefolded_handsmedium-light_skin_tone","[('just', 'RB'), ('made', 'VBN'), ('my', 'PRP$'), ('app', 'JJ'), ('covid', 'JJ'), ('vaccine', 'NN'), ('gonna', 'NN'), ('get', 'VB'), ('pfizer', 'IN'), ('one', 'CD'), ('anyone', 'NN'), ('have', 'VBP'), ('any', 'DT'), ('stories', 'NNS'), ('or', 'CC'), ('side', 'JJ'), ('effects', 'NNS'), ('did', 'VBD'), ('you', 'PRP'), ('get', 'VB'), ('sick', 'JJ'), ('day', 'NN'), ('longer', 'RBR'), ('i', 'VB'), ('just', 'RB'), ('want', 'VB'), ('know', 'VBP'), ('what', 'WP'), ('expect', 'VBP'), ('i', 'JJ'), ('i', 'VBP'), ('i', 'VBP'), ('def', 'VBP'), ('little', 'JJ'), ('nervous', 'JJ')]","['make', 'app', 'covid', 'vaccine', 'going', 'to', 'get', 'pfizer', 'one', 'anyone', 'storie', 'side_effect', 'get', 'sick', 'day', 'long', 'want', 'know', 'expect', 'def', 'little', 'nervous']","['make', 'covid', 'vaccine', 'going', 'get', 'pfizer', 'storie', 'side_effect', 'get', 'sick', 'day', 'long', 'want', 'expect', 'def', 'little', 'nervous']","['vaccine', 'pfizer', 'side_effect', 'day']","{'neg': 0.14, 'neu': 0.824, 'pos': 0.036, 'compound': -0.5868}",-0.5868,negative
"i figure we‚Äôll need booster eventually, maybe even soon, but all available data indicates that pfizer jumped gun bit here.","i figure we‚Äôll need booster eventually, maybe even soon, but all available data indicates that pfizer jumped gun bit here.",ENGLISH,"i figure we‚Äôll need booster eventually, maybe even soon, but all available data indicates that pfizer jumped gun bit here.","[('i', 'JJ'), ('figure', 'NN'), ('we', 'PRP'), ('i', 'VBP'), ('all', 'DT'), ('need', 'VBP'), ('booster', 'JJR'), ('eventually', 'RB'), ('maybe', 'RB'), ('even', 'RB'), ('soon', 'RB'), ('but', 'CC'), ('all', 'DT'), ('available', 'JJ'), ('data', 'NNS'), ('indicates', 'VBZ'), ('that', 'IN'), ('pfizer', 'NN'), ('jumped', 'VBD'), ('gun', 'JJ'), ('bit', 'NN'), ('here', 'RB')]","['figure', 'need', 'booster', 'eventually', 'maybe', 'even', 'soon', 'available', 'datum', 'indicate', 'pfizer', 'jump', 'gun', 'bit']","['figure', 'need', 'booster', 'eventually', 'maybe', 'even', 'soon', 'available', 'datum', 'indicate', 'pfizer', 'jump', 'gun', 'bit']","['figure', 'booster', 'datum', 'pfizer', 'gun', 'bit']","{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
"data that pfizer showed wasn‚Äôt really point. antibodies bloodstream decline over time, but that isn‚Äôt important part - important part is that body still has blueprint make antibodies, that is hard/impossible test w/o longitudinal studies.","data that pfizer showed wasn‚Äôt really point. antibodies bloodstream decline over time, but that isn‚Äôt important part - important part is that body still has blueprint make antibodies, that is hard/impossible test w/o longitudinal studies.",ENGLISH,"data that pfizer showed wasn‚Äôt really point. antibodies bloodstream decline over time, but that isn‚Äôt important part - important part is that body still has blueprint make antibodies, that is hard/impossible test w/o longitudinal studies.","[('data', 'NNS'), ('that', 'WDT'), ('pfizer', 'VBP'), ('showed', 'VBN'), ('wasn', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('really', 'RB'), ('point', 'JJ'), ('antibodies', 'NNS'), ('bloodstream', 'VBP'), ('decline', 'NN'), ('over', 'IN'), ('time', 'NN'), ('but', 'CC'), ('that', 'IN'), ('isn', 'VBP'), ('i', 'NN'), ('i', 'VBP'), ('important', 'JJ'), ('part', 'NN'), ('important', 'JJ'), ('part', 'NN'), ('is', 'VBZ'), ('that', 'IN'), ('body', 'NN'), ('still', 'RB'), ('has', 'VBZ'), ('blueprint', 'NN'), ('make', 'NN'), ('antibodies', 'NNS'), ('that', 'WDT'), ('is', 'VBZ'), ('hard', 'JJ'), ('impossible', 'JJ'), ('test', 'NN'), ('i', 'NN'), ('o', 'VBP'), ('longitudinal', 'JJ'), ('studies', 'NNS')]","['datum', 'pfizer', 'show', 'really', 'point', 'antibody', 'bloodstream', 'decline', 'time', 'important', 'part', 'important', 'part', 'body', 'still', 'blueprint', 'make', 'antibody', 'hard', 'impossible', 'test', 'longitudinal', 'study']","['datum', 'pfizer', 'show', 'really', 'point', 'antibody', 'bloodstream', 'decline', 'time', 'important', 'part', 'important', 'part', 'body', 'still', 'blueprint', 'make', 'antibody', 'hard', 'impossible', 'test', 'longitudinal', 'study']","['datum', 'pfizer', 'antibody', 'bloodstream', 'decline', 'time', 'part', 'part', 'body', 'antibody', 'test', 'study']","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.5267}",0.5267,positive
i was fine with my 2nd pfizer. maybe little tired slight tenderness at injection site,i was fine with my 2nd pfizer. maybe little tired slight tenderness at injection site,ENGLISH,i was fine with my 2nd pfizer. maybe little tired slight tenderness at injection site,"[('i', 'NN'), ('was', 'VBD'), ('fine', 'JJ'), ('with', 'IN'), ('my', 'PRP$'), ('and', 'CC'), ('pfizer', 'VB'), ('maybe', 'RB'), ('little', 'JJ'), ('tired', 'JJ'), ('slight', 'JJ'), ('tenderness', 'NN'), ('at', 'IN'), ('injection', 'NN'), ('site', 'NN')]","['fine', 'pfizer', 'maybe', 'little', 'tired', 'slight', 'tenderness_injection', 'site']","['fine', 'pfizer', 'maybe', 'little', 'tired', 'slight', 'tenderness_injection', 'site']","['pfizer', 'tenderness_injection', 'site']","{'neg': 0.145, 'neu': 0.613, 'pos': 0.242, 'compound': 0.1851}",0.1851,positive
great üòÖ i got pfizer ü•≤,great grinning_face_with_sweat i got pfizer smiling_face_with_tear,ENGLISH,great grinning_face_with_sweat i got pfizer smiling_face_with_tear,"[('great', 'JJ'), ('i', 'NN'), ('got', 'VBD'), ('pfizer', 'NN')]","['great', 'get', 'pfizer']","['great', 'get', 'pfizer']",['pfizer'],"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
mostly everyone i know got pfizer. most us just got sore arm day or two. couple us got headaches body aches felt tired about 24 hours. hope it goes well you.,mostly everyone i know got pfizer. most us just got sore arm day or two. couple us got headaches body aches felt tired about 24 hours. hope it goes well you.,ENGLISH,mostly everyone i know got pfizer. most us just got sore arm day or two. couple us got headaches body aches felt tired about 24 hours. hope it goes well you.,"[('mostly', 'RB'), ('everyone', 'NN'), ('i', 'NN'), ('know', 'VBP'), ('got', 'VBN'), ('pfizer', 'RB'), ('most', 'JJS'), ('us', 'PRP'), ('just', 'RB'), ('got', 'VBD'), ('sore', 'JJ'), ('arm', 'JJ'), ('day', 'NN'), ('or', 'CC'), ('two', 'CD'), ('couple', 'JJ'), ('us', 'PRP'), ('got', 'VBD'), ('headaches', 'NNS'), ('body', 'NN'), ('aches', 'NNS'), ('felt', 'VBD'), ('tired', 'JJ'), ('about', 'IN'), ('twentyfour', 'JJ'), ('hours', 'NNS'), ('hope', 'VBP'), ('it', 'PRP'), ('goes', 'VBZ'), ('well', 'RB'), ('you', 'PRP')]","['mostly', 'everyone', 'know', 'get', 'pfizer', 'we', 'get', 'sore', 'arm', 'day', 'two', 'couple', 'we', 'get', 'headache', 'body_ache', 'feel', 'tired', 'twentyfour_hour', 'hope', 'go', 'well']","['mostly', 'know', 'get', 'pfizer', 'get', 'sore', 'arm', 'day', 'couple', 'get', 'headache', 'body_ache', 'feel', 'tired', 'twentyfour_hour', 'hope', 'go', 'well']","['pfizer', 'arm', 'day', 'couple', 'headache', 'body_ache', 'twentyfour_hour', 'hope']","{'neg': 0.198, 'neu': 0.668, 'pos': 0.134, 'compound': -0.34}",-0.34,neutral
finally put my pride side got my first covid shot. what side effects should i expect pfizer #fauciouchie,finally put my pride side got my first covid shot. what side effects should i expect pfizer #fauciouchie,ENGLISH,finally put my pride side got my first covid shot. what side effects should i expect pfizer #fauciouchie,"[('finally', 'RB'), ('put', 'VB'), ('my', 'PRP$'), ('pride', 'JJ'), ('side', 'NN'), ('got', 'VBD'), ('my', 'PRP$'), ('first', 'JJ'), ('covid', 'NN'), ('shot', 'NN'), ('what', 'WP'), ('side', 'NN'), ('effects', 'NNS'), ('should', 'MD'), ('i', 'VB'), ('expect', 'VBP'), ('pfizer', 'NN'), ('fauciouchie', 'NN')]","['finally', 'put', 'pride', 'side', 'get', 'first', 'covid', 'shot', 'side_effect', 'expect', 'pfizer', 'fauciouchie']","['finally', 'put', 'pride', 'side', 'get', 'first', 'covid', 'shot', 'side_effect', 'expect', 'pfizer', 'fauciouchie']","['pride', 'side', 'side_effect', 'pfizer', 'fauciouchie']","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}",0.34,positive
does full fda approval pfizer moderna allow employers/schools/municipalities make it mandatory work or go school,does full fda approval pfizer moderna allow employers/schools/municipalities make it mandatory work or go school,ENGLISH,does full fda approval pfizer moderna allow employers/schools/municipalities make it mandatory work or go school,"[('does', 'VBZ'), ('full', 'JJ'), ('fda', 'NN'), ('approval', 'NN'), ('pfizer', 'NN'), ('modern', 'JJ'), ('allow', 'JJ'), ('employers', 'NNS'), ('schools', 'NNS'), ('municipalities', 'NNS'), ('make', 'VBP'), ('it', 'PRP'), ('mandatory', 'JJ'), ('work', 'NN'), ('or', 'CC'), ('go', 'VB'), ('school', 'NN')]","['full', 'fda', 'approval', 'pfizer', 'modern', 'allow', 'employer', 'school', 'municipality', 'make', 'mandatory', 'work', 'go', 'school']","['full', 'pfizer', 'modern', 'allow', 'employer', 'school', 'municipality', 'make', 'mandatory', 'work', 'go', 'school']","['pfizer', 'modern', 'employer', 'school', 'municipality', 'work', 'school']","{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6486}",0.6486,positive
