,Text,Translated
830,코로나바이러스는 일루미나티의 조작이다 중국의 음모 인구감소계획 https://t.co/LIpN5AWhF3,Corona Virus is an operation of Illuminati China Conspiracy Population Reduction Plan Https://t.co/lipn5AWHF3
831,"피곤하다.. m^O^m
벼르고 일식 먹다~*
코로나바이러스 영향에 한동안 회를 못먹었다 식당이 홀에 식사가 않된다고해서..
오랜만에 갔다.","Tired ... M ^ o ^ m
Eat and eat eclipse ~ *
I did not have a meeting for a while in the coronavirus impact, so the restaurant is not eating in the hall.
I went to a long time."
832,"🇪🇺는 #코로나바이러스 확산 방지를 위해 여러 연구 프로젝트를 추진해오고 있습니다! 🇪🇺는 이미 1월 30일 임상 및 공중보건 대응 프로젝트를 출범시켰으며, 🇪🇺를 비롯해 전세계 136 개 연구팀이 참여하는 17개 연구 프로젝트는 #코로나19 치료제, 백신, 빠른 현장 진단 테스트에 초점을 맞춥니다.👩🏻‍🔬 https://t.co/sYyFtQ1sDn","🇪🇺 has been promoting several research projects for the prevention of # corona virus diffusion! 🇪🇺 has already launched the clinical and public health response projects on January 30, and 17 research projects participating in 136 research teams, including 🇪🇺, focus on Corona 19 treatment agents, vaccines, and fast-field diagnostic tests Hattps://t.co/SYYFTQ1SDN"
833,"실시간 코로나 바이러스 데이터 보고 있는데 마치 전 세계가 코로나바이러스 올림픽 하는 것 같다는~ 
역시 내 기대를 저 버리지 않고 한국 제치고 올라온 스위스와 영국. . 
특히 영국 ... 사망자 수 .. 어쩔 거~
결국 방관하여 방치되어 골든아워 지나쳤다는 결과. https://t.co/hCtHDV2o0w","I am looking at real-time corona virus data, but I think the world is like a corona virus olympic.
I do not even discard my expectations, but the Switzerland and UK. .
Especially UK ... Number of deaths ..
The result was passed through the golden hour. https://t.co/HCTHDV2O0W"
834,야! 인종차별 하지마! 우한바이러스 아니야! 코로나바이러스 이다! https://t.co/jE75yhTeYv,Hey! Do not racial discrimination! Wuhan Virus! Corona Virus! https://t.co/JE75YTEYV
835,".@mafrakorea 
Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade
#coronavirus 
#COVID19 #pandemia #코로나바이러스 https://t.co/l9cdfl7GCO","@ mafrakorea
Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade
#Coronavirus
# Covid19 #Pandemia # Corona Virus https://t.co/l9cdfl7gco"
836,"건강이 안좋은놈이 매일 광화문가서 떠들고 있냐? 이자슥 코로나바이러스 한바가지 먹여서 감옥에서 뒤지게 해라!!!
https://t.co/Ozj4EBYHt3","Is your healthy guy going every day, is it floating? Let's go to the prison because you feed the Korean Virus,
https://t.co/OZJ4EBYHT3"
837,".@park_wanju 
Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade
#coronavirus 
#COVID19 #pandemia #코로나바이러스 https://t.co/urzJryhgtX","@ park_wanju
Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade
#Coronavirus
# Covid19 #pandemia # Corona Virus https://t.co/URZJRYHGTX"
838,".@moonriver365 
Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade
#coronavirus 
#COVID19 #pandemia #코로나바이러스 https://t.co/FhXUjrr1Qn","@ Moonriver365
Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade
#Coronavirus
# Covid19 #Pandemia # Corona Virus https://t.co/Fhxujrr1qn"
839,".@TheBlueHouseKR
Must shut down #WetMarkets immediately from selling UNREGULATED #DogMeat in #SKorea. You are endangering the public's health by selling LIVE #dogs from unregulated farms for slaughter on demand! #DogMeatTrade
#coronavirus 
#COVID19 #pandemia #코로나바이러스 https://t.co/OUeqEnru9r","@ ThebluehouseEkr
Must Shut DOWN #WETMARKETS Immediately from Selling Unregulated #dogmeat in #skorea. You are endangering the public's health by selling live #dogs from unregulated farms for slaughter on demand! #Dogmeattrade
#Coronavirus
# COVID19 #Pandemia # Corona Virus https://t.co/oueqenru9r"
840,"스위스에서 신종 코로나바이러스 감염증(코로나19) 환자가 1만 명을 넘어서면서 경기 침체 우려가 커지자 정부가 25조원 대의 금융 지원책을 내놨다.
https://t.co/kGUCa8per5","In Switzerland, H1N1 corona virus infection (corona 19) patients have over 10,000 patients, and the government has made $ 25 trillion financial support.
https://t.co/KGUCA8PER5"
841,"이 예정 일정이 최종적으로 확정된 일정은 아니며, 상황의 흐름과 보건 당국의 지침에 따라 변경될 수 있습니다.
⠀
지난 20년간 서울퀴어문화축제와 한국퀴어영화제는 매해 개최되었으며 올해에도 성공적인 개최에의 의지는 변함이 없습니다. 그렇기에 하루빨리 코로나바이러스감염증-19의
(4/7)","This scheduled schedule is not finally determined, and it may change according to the instructions of the situation's flow and health authorities.
⠀
Over the past 20 years, the Seoul Queer Culture Festival and the Korean Queer Film Festival were held every year and the will of success in success this year is not changed. Therefore, Corona Virusitis -19
(4/7)"
842,"현재 코로나바이러스감염증-19(코로나19, COVID-19)가 확산되는 상황에 따라 서울퀴어문화축제조직위원회는 기존 예정 일정이었던 5월 말~6월 초에서 일정을 한차례 옮겨 6월 중~6월 말을 예정 일정으로 두고 개최를 준비 중에 있습니다. 하지만 모든 것이 불확실한 상황이기에,
(3/7)","Currently, according to circumstances of corona virus infection -19 (Corona 19, Covid-19) spread, the Seoul Queer Culture Festival Organizing Committee was scheduled in early June to the beginning of May ~ June ~ June We are preparing to hold on a schedule for scheduling. But because everything is uncertain,
(3/7)"
843,"@patriamea 대한민국 화이팅!!!
코로나바이러스 박살내자!!!","@Patriamea Korea Fighting !!!
Corona Virus Sharpens !!!"
844,중국에코로나바이러스와함께흑사병이돌고있다는소식이들어왔습니다,I have heard that I am in the black dialer with the Chinese ecoorona virus.
845,"@japan 
@BTS_twt 
#일본
#코로나바이러스 
#아베 
https://t.co/Q64ykP7MJQ","@Japan
@Bts_twt
#Japan
#covid
#Abe
https://t.co/Q64YKP7MJQ"
846,"@I_the_love_live 코로나바이러스 가 몰고온 사태
개혁도 멈첬다","@I_the_love_live Corona Virus
I stop the reform."
847,"@s17221 경상도, 
매국노도 우리가 남이가?
코로나바이러스가 남이가?
다 우리와 함께 살아야지,,","@ S17221 Gyeongsang,
Do you have anyone to be a man?
Is the corona virus remains?
I have to live with us,"
848,"#코로나19 #코로나바이러스 #감염 #예방 #소독수 #소독제 #HOCl #세도리수 #세도리

세도리수로 코로나19 감염 예방해요!

*세도리수는 균종에 관계없이 일반 세균 및 진균/바이러스를 99%이상 살균•소독하고 탈취까지 가능한 소독수 입니다.

https://t.co/2l3R0JuiPB","# Corona 19 # Corona Virus # Infection # Prevention # Disinfectance # Disinfectant #Hocl # Seedori Soo # Seedori

Seedori Corona 19 Prevent infections!

* Seedori is a disinfection of normal bacteria and fungus / virus, regardless of 99% sterilization, sterilization of normal bacteria and fungal / viruses.

https://t.co/2L3R0Juipb"
849,🇺🇸 트럼프 미국 대통령의 코로나바이러스 사태 대처에 확신을 갖고 있습니까?,🇺🇸 Do you have confidence in the Corona Virus Corrupation of the US President of the United States?
850,#코로나바이러스 #COVID19 #힘내자 #화이팅 #VIKINGlifesavingEquipment #VIKING #VIKINGsafety #VIKINGppe #VIKINGliferaft #VIKINGwater #VIKINGaviation #VIKINGnorsafe #VIKINGmes #VIKINGfire #바이킹 #힘냅시다 https://t.co/XtlY3FYmec,# Coronavirus # COVID19 # # work hard fighting #VIKINGlifesavingEquipment #VIKING #VIKINGsafety #VIKINGppe #VIKINGliferaft #VIKINGwater #VIKINGaviation #VIKINGnorsafe #VIKINGmes #VIKINGfire # # himnaepsida Viking https://t.co/XtlY3FYmec
851,"online where possible. Servicing stations are in operation and production facilities in 6 countries allow us to shift gear. Contact your local VIKING representative if you have any questions!

VIKING Life-Saving Equipment A/S
Donghoon Kim - dki@viking-life.com

#코로나바이러스 https://t.co/o1VEd5FVyq","Online Where Possible. SERVICING STATUS ARE IN OPERATION AND PRODUCTION FACILITIES IN 6 COUNTRIS ALLOW US to Shift Gear. Contact Your Local Viking Representative if You Have Any Questions!

Viking Life-Saving Equipment A / S
Donghoon Kim - dki@viking-life.com

# Corona Virus https://t.co/O1ved5fvyq"
852,"Let’s smile~
예쁜 꽃들 만발하는데 자녀 있는 재택 근무의 현실은? 😆
이럴 때일수록 웃음이 필요해요~
#笑吧 #코로나바이러스 때문에 #엄마 #아빠 #애들 #모두 #고생  #그래두웃어요 #홍콩 #일상스타그램 @hkharbourcity https://t.co/NVYbRnfMqa","Let's Smile ~
What is the reality of the child's home, 😆
The more I do, the more laughter is.
# 笑 吧 # Corona Virus # Mom # Dad # Kids # All # Troubled # Yes Sneading # Hong Kong # Daily Stargram @hkharbourcity https://t.co/NVYBRNFMQA"
853,일본 코로나바이러스 클러스터 증가 /오사카성공원의 시민들 무감각? https://t.co/aDnXGxEUqF - @YouTube,Japan Corona Virus Cluster Increase / Citizens of Osaka Castle Park? https://t.co/ADNXGXEUQF - @youtube
854,"베트남 정부가 신종 코로나바이러스 감염증(코로나19) 확산을 막기 위해 모든 외국인은 물론 자국 해외교포의 입국도 막기로 했다.

22일 베트남 정부 공보에 따르면 당국은 이날부터 특수한 경우를 제외하고 모든 외국인의 입국을 금지하기로 했다.

https://t.co/9swcKwCqdb","In order to prevent the Vietnamese government (Corona 19), all foreigners were eliminated to prevent all foreigners in the foreigner, as well as all foreigners.

According to Vietnamese government publication on the 22nd, the authorities decided to prohibit entry of all foreigners except for special cases since this day.

https://t.co/9SWCKWCQDB"
855,"스페인의 신종 코로나바이러스 감염증(코로나19) 사망자가 하루 전보다 30% 급증했다.

22일(현지시간) 기준 스페인 전체 코로나19 사망자는 1천720명으로 하루 전보다 394명(30%)이 증가했다고 AFP통신이 전했다.

https://t.co/UHneg98H4f","Spain's H1N1 Corona Virus Infection (Corona 19) The death of death increased by 30% from all day.

On the 22nd (local time), the Full Corona 19 deaths (30%) were increased by 394 (30%) from 1,720 per day.

https://t.co/UHNEG98H4F"
856,"이세상에서 가장힘들고 괴로운것이 코로나바이러스보다 혼자있는것이다.
아무것도할수없고 할일까지없다면 지옥이나다름없다.
많은국민들이 집에서혼자힘들게 지내고있다.
화가인나는집에서 혼자그림을 그리면된다.
그런데몇달째 그림을한점도 못그렸다.
땅을판다.
삽질할 땅이 있어 다행이다.","The hardest and painful thing in this world is more than a corona virus.
If you can not do anything, you do not have a hell.
Many people are living alone at home.
You can draw pictures alone at an angry house.
But I did not even have a few days a few days.
Pandelle ground.
I am glad that I have a land to wear."
