,Unnamed: 0,Text,new_text,languages,translated,new_languages,pos_tagged_words,words_processed_all,words_processed_noun_adj_verb_adv,words_processed_noun,subjectivity,text_type
786,786,"it's our duty save our children covid-19.., vaccination day at my school.alhamdulillah #covidvaccine 😊👍🇵🇰","it's our duty save our children covid-19.., vaccination day at my school.alhamdulillah #covidvaccine smiling_face_with_smiling_eyesthumbs_upPakistan",ENGLISH,"it is our duty save our children covid-19.., vaccination day at my school.alhamdulillah #covidvaccine smiling_face_with_smiling_eyesthumbs_upPakistan",ENGLISH,"[('it', 'PRP'), ('is', 'VBZ'), ('our', 'PRP$'), ('duty', 'NN'), ('save', 'VB'), ('our', 'PRP$'), ('children', 'NNS'), ('couid', 'VBP'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('day', 'NN'), ('at', 'IN'), ('my', 'PRP$'), ('school', 'NN'), ('alhamdulillah', 'NN'), ('covidvaccine', 'NN')]","['duty', 'save', 'child', 'couid', 'nineteen', 'vaccination', 'day', 'school', 'alhamdulillah', 'covidvaccine']","['duty', 'save', 'child', 'couid']","['duty', 'child']",0.0,subjective
795,795,is aadhaar card mandatory get covid-19 vaccination india,is aadhaar card mandatory get covid-19 vaccination india,ENGLISH,is aadhaar card mandatory get covid-19 vaccination india,ENGLISH,"[('is', 'VBZ'), ('aadhaar', 'JJ'), ('card', 'NN'), ('mandatory', 'NN'), ('get', 'VB'), ('couid', 'JJ'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('india', 'NN')]","['aadhaar_card', 'mandatory', 'get', 'couid', 'nineteen', 'vaccination', 'india']","['mandatory', 'get', 'couid', 'vaccination']","['couid', 'vaccination']",0.0,objective
796,796,aadhaar card not mandatory covid-19 vaccination through,aadhaar card not mandatory covid-19 vaccination through,ENGLISH,aadhaar card not mandatory covid-19 vaccination through,ENGLISH,"[('aadhaar', 'RB'), ('card', 'NN'), ('not', 'RB'), ('mandatory', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('through', 'IN')]","['aadhaar_card', 'not', 'mandatory', 'couid', 'nineteen', 'vaccination']","['aadhaar_card', 'mandatory', 'couid', 'vaccination']","['couid', 'vaccination']",0.0,objective
797,797,"could this mean we are we approaching end third wave 🦠 covid cases qatar drop less than 1000 per day, thanks high vaccination drive. authorities are still urging people take precautionary measures stay safe.","could this mean we are we approaching end third wave microbe covid cases qatar drop less than 1000 per day, thanks high vaccination drive. authorities are still urging people take precautionary measures stay safe.",ENGLISH,"could this mean we are we approaching end third wave microbe covid cases qatar drop less than 1000 per day, thanks high vaccination drive. authorities are still urging people take precautionary measures stay safe.",ENGLISH,"[('could', 'MD'), ('this', 'DT'), ('mean', 'NN'), ('we', 'PRP'), ('are', 'VBP'), ('we', 'PRP'), ('approaching', 'VBG'), ('end', 'JJ'), ('third', 'JJ'), ('wave', 'NN'), ('microbe', 'NN'), ('couid', 'NN'), ('cases', 'NNS'), ('qatar', 'VBP'), ('drop', 'NN'), ('less', 'JJR'), ('than', 'IN'), ('per', 'IN'), ('day', 'NN'), ('thanks', 'NNS'), ('high', 'JJ'), ('vaccination', 'NN'), ('drive', 'NN'), ('authorities', 'NNS'), ('are', 'VBP'), ('still', 'RB'), ('urging', 'JJ'), ('people', 'NNS'), ('take', 'VBP'), ('precautionary', 'JJ'), ('measures', 'NNS'), ('stay', 'VBP'), ('safe', 'JJ')]","['could', 'mean', 'approaching', 'end', 'third_wave', 'microbe', 'couid', 'case', 'qatar', 'drop', 'le', 'per', 'day', 'thanks', 'high', 'vaccination', 'drive', 'authority', 'still', 'urging', 'people', 'take', 'precautionary_measures', 'stay_safe']","['could', 'mean', 'approach', 'end', 'microbe', 'couid', 'case', 'drop', 'less', 'day', 'thank', 'high', 'vaccination', 'drive', 'authority', 'still', 'urge', 'people', 'take', 'precautionary_measure']","['end', 'microbe', 'couid', 'case', 'day', 'thank', 'vaccination', 'drive', 'authority', 'people', 'precautionary_measure']",0.2848809523809524,subjective
798,798,"all citizens country will get two doses vaccine booster dose against covid-19 by december as per target, health minister zahid maleque said today. read more: #bangladesh #health #covid19 #vaccination","all citizens country will get two doses vaccine booster dose against covid-19 by december as per target, health minister zahid maleque said today. read more: #bangladesh #health #covid19 #vaccination",ENGLISH,"all citizens country will get two doses vaccine booster dose against covid-19 by december as per target, health minister zahid maleque said today. read more: #bangladesh #health #covid19 #vaccination",ENGLISH,"[('all', 'DT'), ('citizens', 'NNS'), ('country', 'NN'), ('will', 'MD'), ('get', 'VB'), ('two', 'CD'), ('doses', 'NNS'), ('vaccine', 'VBP'), ('booster', 'NN'), ('dose', 'NN'), ('against', 'IN'), ('couid', 'NN'), ('nineteen', 'NN'), ('by', 'IN'), ('december', 'NN'), ('as', 'IN'), ('per', 'IN'), ('target', 'NN'), ('health', 'NN'), ('minister', 'NN'), ('zahed', 'VBD'), ('masque', 'NN'), ('said', 'VBD'), ('today', 'NN'), ('read', 'VBD'), ('more', 'RBR'), ('bangladesh', 'JJ'), ('health', 'NN'), ('vaccination', 'NN')]","['citizen', 'country', 'get', 'two', 'dos', 'vaccine', 'booster', 'dose', 'couid', 'nineteen', 'december', 'per', 'target', 'health', 'minister', 'zahed', 'masque', 'said', 'today', 'read', 'bangladesh', 'health', 'vaccination']","['citizen', 'country', 'get', 'dose', 'vaccine', 'booster', 'couid', 'target', 'say', 'today', 'read', 'health', 'vaccination']","['citizen', 'country', 'dose', 'vaccine', 'booster', 'couid', 'target', 'today', 'health', 'vaccination']",0.5,objective
800,800,"india marches ahead with another covid vaccination milestone; 170 crore covid vaccine doses administered country under leadership pm ji,the world largest vaccination campaign is continuously scaling new heights 👏👏 #sabkovaccinemuftvaccine","india marches ahead with another covid vaccination milestone; 170 crore covid vaccine doses administered country under leadership pm ji,the world largest vaccination campaign is continuously scaling new heights clapping_handsclapping_hands #sabkovaccinemuftvaccine",ENGLISH,"india marches ahead with another covid vaccination milestone; 170 crore covid vaccine doses administered country under leadership pm ji,the world largest vaccination campaign is continuously scaling new heights clapping_handsclapping_hands #sabkovaccinemuftvaccine",ENGLISH,"[('india', 'JJ'), ('marches', 'NNS'), ('ahead', 'RB'), ('with', 'IN'), ('another', 'DT'), ('couid', 'NN'), ('vaccination', 'NN'), ('milestone', 'NN'), ('crore', 'NN'), ('couid', 'NN'), ('vaccine', 'NN'), ('doses', 'NNS'), ('administered', 'VBD'), ('country', 'NN'), ('under', 'IN'), ('leadership', 'NN'), ('am', 'VBP'), ('ji', 'PDT'), ('the', 'DT'), ('world', 'NN'), ('largest', 'JJS'), ('vaccination', 'NN'), ('campaign', 'NN'), ('is', 'VBZ'), ('continuously', 'RB'), ('scaling', 'VBG'), ('new', 'JJ'), ('heights', 'NNS'), ('sabkovaccinemuftvaccine', 'NN')]","['india', 'march', 'ahead', 'another', 'couid', 'vaccination', 'milestone', 'crore', 'couid', 'vaccine', 'dos', 'administered', 'country', 'leadership', 'world_largest', 'vaccination', 'campaign', 'continuously', 'scaling', 'new', 'height', 'sabkovaccinemuftvaccine']","['march', 'ahead', 'couid', 'vaccination', 'milestone', 'vaccine', 'dose', 'administer', 'country', 'leadership', 'vaccination', 'campaign', 'continuously', 'scale', 'new', 'height', 'sabkovaccinemuftvaccine']","['couid', 'vaccination', 'milestone', 'vaccine', 'country', 'leadership', 'vaccination', 'campaign', 'height', 'sabkovaccinemuftvaccine']",0.45454545454545453,subjective
803,803,4. vaccination/booster rate good but can improve 52.8% our adult population has received covid-19 booster dose 5. positive covid-19 isolation fully vaccinated: 7 days partially/non vaccinated: 10 days,4. vaccination/booster rate good but can improve 52.8% our adult population has received covid-19 booster dose 5. positive covid-19 isolation fully vaccinateTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry 7 days partially/non vaccinateTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry 10 days,ENGLISH,4. vaccination/booster rate good but can improve 52.8% our adult population has received covid-19 booster dose 5. positive covid-19 isolation fully vaccinateTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry 7 days partially/non vaccinateTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry 10 days,ENGLISH,"[('four', 'CD'), ('vaccination', 'NN'), ('booster', 'NN'), ('rate', 'NN'), ('good', 'JJ'), ('but', 'CC'), ('can', 'MD'), ('improve', 'VB'), ('eight', 'CD'), ('our', 'PRP$'), ('adult', 'NN'), ('population', 'NN'), ('has', 'VBZ'), ('received', 'VBN'), ('couid', 'NNS'), ('nineteen', 'JJ'), ('booster', 'NN'), ('dose', 'VBP'), ('five', 'CD'), ('positive', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('isolation', 'NN'), ('fully', 'RB'), ('seven', 'CD'), ('days', 'NNS'), ('partially', 'RB'), ('non', 'JJ'), ('ten', 'NNS'), ('days', 'NNS')]","['four', 'vaccination', 'booster', 'rate', 'good', 'improve', 'eight', 'adult_population', 'received', 'couid', 'nineteen', 'booster', 'dose', 'five', 'positive', 'couid', 'nineteen', 'isolation', 'fully', 'seven', 'day', 'partially', 'non', 'ten', 'day']","['vaccination', 'booster', 'rate', 'good', 'improve', 'adult_population', 'receive', 'couid', 'booster', 'dose', 'positive', 'couid', 'isolation', 'fully', 'day', 'partially', 'non', 'day']","['vaccination', 'booster', 'rate', 'adult_population', 'couid', 'booster', 'couid', 'isolation', 'day', 'day']",0.48181818181818187,objective
804,804,times like today where covid vaccination has become vital us as well as other people's protection. saint ram rahim ji has emphasized its importance therefore added 2 more welfare works list 135 i.e #getvaccinated encourage others do same.,times like today where covid vaccination has become vital us as well as other people's protection. saint ram rahim ji has emphasized its importance therefore added 2 more welfare works list 135 i.e #getvaccinated encourage others do same.,ENGLISH,times like today where covid vaccination has become vital us as well as other people's protection. saint ram rahim ji has emphasized it is importance therefore added 2 more welfare works list 135 i.e #getvaccinated encourage others do same.,ENGLISH,"[('times', 'NNS'), ('like', 'IN'), ('today', 'NN'), ('where', 'WRB'), ('couid', 'NN'), ('vaccination', 'NN'), ('has', 'VBZ'), ('become', 'VBN'), ('vital', 'JJ'), ('us', 'PRP'), ('as', 'RB'), ('well', 'RB'), ('as', 'IN'), ('other', 'JJ'), ('people', 'NNS'), ('i', 'VBP'), ('protection', 'NN'), ('saint', 'NN'), ('ram', 'NN'), ('rahim', 'NN'), ('ji', 'NN'), ('has', 'VBZ'), ('emphasized', 'VBN'), ('it', 'PRP'), ('is', 'VBZ'), ('importance', 'JJ'), ('therefore', 'RB'), ('added', 'VBD'), ('two', 'CD'), ('more', 'JJR'), ('welfare', 'NN'), ('works', 'VBZ'), ('list', 'NN'), ('i', 'NN'), ('e', 'VBP'), ('getvaccinated', 'VBN'), ('encourage', 'NN'), ('others', 'NNS'), ('do', 'VBP'), ('same', 'JJ')]","['time', 'like', 'today', 'couid', 'vaccination', 'become', 'vital', 'u', 'well', 'people', 'protection', 'saint', 'ram', 'rahim', 'emphasized', 'importance', 'therefore', 'added', 'two', 'welfare', 'work', 'list', 'e', 'getvaccinated', 'encourage_others']","['time', 'today', 'couid', 'vaccination', 'become', 'vital', 'well', 'people', 'emphasize', 'importance', 'therefore', 'add', 'welfare', 'work', 'list', 'getvaccinate']","['time', 'today', 'couid', 'vaccination', 'people', 'importance', 'welfare', 'work']",0.35,subjective
805,805,"aadhaar not mandatory covid-19 vaccination, 87 lakh people inoculated without ids: centre tells supreme court read more at:","aadhaar not mandatory covid-19 vaccination, 87 lakh people inoculated without ids: centre tells supreme court read more at:",ENGLISH,"aadhaar not mandatory covid-19 vaccination, 87 lakh people inoculated without ids: centre tells supreme court read more at:",ENGLISH,"[('aadhaar', 'RB'), ('not', 'RB'), ('mandatory', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('lakh', 'NN'), ('people', 'NNS'), ('inoculated', 'VBN'), ('without', 'IN'), ('ids', 'NNS'), ('centre', 'VBP'), ('tells', 'NNS'), ('supreme', 'JJ'), ('court', 'NN'), ('read', 'VBD'), ('more', 'JJR'), ('at', 'IN')]","['aadhaar', 'not', 'mandatory', 'couid', 'nineteen', 'vaccination', 'lakh', 'people', 'inoculated', 'without_ids', 'centre_tells', 'supreme_court', 'read']","['aadhaar', 'mandatory', 'couid', 'vaccination', 'lakh', 'people', 'inoculate', 'read']","['couid', 'vaccination', 'lakh', 'people']",0.5,objective
806,806,aadhaar not mandatory covid vaccination: centre tells supreme court | #law #latest #latestlaws #legalnews #india #indiannews #news #legal #covid19,aadhaar not mandatory covid vaccination: centre tells supreme court | #law #latest #latestlaws #legalnews #india #indiannews #news #legal #covid19,ENGLISH,aadhaar not mandatory covid vaccination: centre tells supreme court | #law #latest #latestlaws #legalnews #india #indiannews #news #legal #covid19,ENGLISH,"[('aadhaar', 'RB'), ('not', 'RB'), ('mandatory', 'JJ'), ('couid', 'JJ'), ('vaccination', 'NN'), ('centre', 'NN'), ('tells', 'NNS'), ('supreme', 'JJ'), ('court', 'NN'), ('law', 'NN'), ('latest', 'JJS'), ('latestlaws', 'JJ'), ('legalnews', 'NNS'), ('india', 'VBP'), ('indiannews', 'JJ'), ('news', 'NN'), ('legal', 'JJ')]","['aadhaar', 'not', 'mandatory', 'couid', 'vaccination', 'centre_tells', 'supreme_court', 'law', 'latest', 'latestlaws', 'legalnews', 'india', 'indiannews', 'news', 'legal']","['aadhaar', 'mandatory', 'couid', 'vaccination', 'law', 'late', 'latestlaw']","['couid', 'vaccination', 'law']",0.55,objective
808,808,general : covid: vaccination breeze three young siblings,general : coviTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry vaccination breeze three young siblings,ENGLISH,general : coviTongue_sticking_out_cheeky_playful_or_blowing_a_raspberry vaccination breeze three young siblings,ENGLISH,"[('general', 'JJ'), ('vaccination', 'NN'), ('breeze', 'NN'), ('three', 'CD'), ('young', 'JJ'), ('siblings', 'NNS')]","['general', 'vaccination', 'breeze', 'three', 'young', 'sibling']","['general', 'young', 'sibling']",['sibling'],0.45,objective
810,810,ranchi dc directs seven blocks improve covid vaccination performance via,ranchi dc directs seven blocks improve covid vaccination performance via,ENGLISH,ranchi dc directs seven blocks improve covid vaccination performance via,ENGLISH,"[('ranch', 'NN'), ('do', 'VBP'), ('directs', 'NNS'), ('seven', 'CD'), ('blocks', 'NNS'), ('improve', 'VBP'), ('couid', 'NN'), ('vaccination', 'NN'), ('performance', 'NN'), ('via', 'IN')]","['ranch', 'directs', 'seven', 'block', 'improve', 'couid', 'vaccination', 'performance', 'via']","['ranch', 'direct', 'block', 'improve', 'couid', 'vaccination', 'performance']","['ranch', 'block', 'couid', 'vaccination', 'performance']",0.0,objective
812,812,"aadhaar not mandatory covid-19 vaccination, 87 lakh people inoculated without ids: centre tells sc","aadhaar not mandatory covid-19 vaccination, 87 lakh people inoculated without ids: centre tells sc",ENGLISH,"aadhaar not mandatory covid-19 vaccination, 87 lakh people inoculated without ids: centre tells sc",ENGLISH,"[('aadhaar', 'RB'), ('not', 'RB'), ('mandatory', 'JJ'), ('couid', 'NN'), ('nineteen', 'JJ'), ('vaccination', 'NN'), ('lakh', 'NN'), ('people', 'NNS'), ('inoculated', 'VBN'), ('without', 'IN'), ('ids', 'NNS'), ('centre', 'VBP'), ('tells', 'NNS'), ('so', 'RB')]","['aadhaar', 'not', 'mandatory', 'couid', 'nineteen', 'vaccination', 'lakh', 'people', 'inoculated', 'without_ids', 'centre_tells']","['aadhaar', 'mandatory', 'couid', 'vaccination', 'lakh', 'people', 'inoculate']","['couid', 'vaccination', 'lakh', 'people']",0.0,objective
813,813,"positive note, our vaccination coverage is world class. with start #pickids, 80% our population has received at least one dose vaccine. 33k 1% kids aged 5-12 have received first dose. 52.8% our adult population has received covid-19 booster dose.","positive note, our vaccination coverage is world class. with start #pickids, 80% our population has received at least one dose vaccine. 33k 1% kids aged 5-12 have received first dose. 52.8% our adult population has received covid-19 booster dose.",ENGLISH,"positive note, our vaccination coverage is world class. with start #pickids, 80% our population has received at least one dose vaccine. 33k 1% kids aged 5-12 have received first dose. 52.8% our adult population has received covid-19 booster dose.",ENGLISH,"[('positive', 'JJ'), ('note', 'NN'), ('our', 'PRP$'), ('vaccination', 'NN'), ('coverage', 'NN'), ('is', 'VBZ'), ('world', 'NN'), ('class', 'NN'), ('with', 'IN'), ('start', 'NN'), ('pickins', 'NNS'), ('eighty', 'VBP'), ('our', 'PRP$'), ('population', 'NN'), ('has', 'VBZ'), ('received', 'VBN'), ('at', 'IN'), ('least', 'JJS'), ('one', 'CD'), ('dose', 'JJ'), ('vaccine', 'NN'), ('ask', 'VB'), ('one', 'CD'), ('kids', 'NNS'), ('aged', 'VBD'), ('five', 'CD'), ('twelve', 'NNS'), ('have', 'VBP'), ('received', 'VBN'), ('first', 'RB'), ('dose', 'JJ'), ('eight', 'CD'), ('our', 'PRP$'), ('adult', 'NN'), ('population', 'NN'), ('has', 'VBZ'), ('received', 'VBN'), ('couid', 'NNS'), ('nineteen', 'JJ'), ('booster', 'NN'), ('dose', 'NN')]","['positive', 'note', 'vaccination', 'coverage', 'world', 'class', 'start', 'pickins', 'eighty', 'population', 'received', 'least', 'one', 'dose', 'vaccine', 'ask', 'one', 'kid', 'aged', 'five', 'twelve', 'received', 'first', 'dose', 'eight', 'adult_population', 'received', 'couid', 'nineteen', 'booster', 'dose']","['positive', 'note', 'vaccination', 'coverage', 'class', 'start', 'pickin', 'population', 'receive', 'least', 'dose', 'vaccine', 'ask', 'kid', 'age', 'receive', 'first', 'dose', 'adult_population', 'receive', 'couid', 'booster', 'dose']","['note', 'vaccination', 'coverage', 'class', 'start', 'population', 'vaccine', 'kid', 'adult_population', 'couid', 'booster']",0.39575757575757575,subjective
