Text,pos_tagged_words,words_list,new_text,scores,compound,sentiment_vader
"los antivacunas se me hace una banda muy lenta de pensar. yo me meto todo tipo de drogas, testeadas y no testeadas, legales e ilegales y pos también vacunas anticovid, pero solo si es pfizer.","[('the', 'DT'), ('anti', 'JJ'), ('vaccines', 'NNS'), ('make', 'VBP'), ('me', 'PRP'), ('a', 'DT'), ('very', 'RB'), ('slow', 'JJ'), ('band', 'NN'), ('to', 'TO'), ('think', 'VB'), ('i', 'NNS'), ('take', 'VBP'), ('all', 'DT'), ('kinds', 'NNS'), ('of', 'IN'), ('drugs', 'NNS'), ('tested', 'VBN'), ('and', 'CC'), ('untested', 'JJ'), ('legal', 'JJ'), ('and', 'CC'), ('illegal', 'JJ'), ('and', 'CC'), ('also', 'RB'), ('anti', 'VBP'), ('covid', 'JJ'), ('vaccines', 'NNS'), ('but', 'CC'), ('only', 'RB'), ('if', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('pfizer', 'NN')]","['anti', 'vaccine', 'make', 'slow', 'band', 'think', 'take', 'kind', 'drug', 'test', 'untested', 'legal', 'illegal', 'also', 'anti', 'covid', 'vaccine', 'pfizer']",anti vaccine make slow band think take kind drug test untested legal illegal also anti covid vaccine pfizer,"{'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
buendía andrea. felicidades por tu excelente programa de radio. con la noticia de que ya no hay vacunas de pfizer en yucatán para los que requieren su 2 dosis. se terminaron hoy en la mañana terrible para los jóvenes con diabetes,"[('good', 'JJ'), ('morning', 'NN'), ('andrea', 'NN'), ('congratulations', 'NNS'), ('for', 'IN'), ('your', 'PRP$'), ('excellent', 'JJ'), ('radio', 'NN'), ('program', 'NN'), ('with', 'IN'), ('the', 'DT'), ('news', 'NN'), ('that', 'IN'), ('there', 'EX'), ('are', 'VBP'), ('no', 'DT'), ('pfizer', 'NN'), ('vaccines', 'NNS'), ('in', 'IN'), ('yucatan', 'NN'), ('for', 'IN'), ('those', 'DT'), ('who', 'WP'), ('require', 'VBP'), ('their', 'PRP$'), ('two', 'CD'), ('doses', 'NNS'), ('ended', 'VBD'), ('today', 'NN'), ('terrible', 'JJ'), ('morning', 'NN'), ('for', 'IN'), ('young', 'JJ'), ('people', 'NNS'), ('with', 'IN'), ('diabetes', 'NNS')]","['good', 'morning', 'andrea', 'congratulations', 'excellent', 'radio', 'program', 'news', 'pfizer', 'vaccine', 'yucatan', 'require', 'two', 'dose', 'end', 'today', 'terrible', 'morning', 'young', 'people', 'diabete']",good morning andrea congratulations excellent radio program news pfizer vaccine yucatan require two dose end today terrible morning young people diabete,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.6486}",-0.6486,positive
i got pfizer vaccine. i'm still nervous over delta especially lambda strains. i'm still wearing mask using hand sanitizer. mask it or casket.,"[('i', 'NN'), ('got', 'VBD'), ('pfizer', 'JJ'), ('vaccine', 'NN'), ('i', 'NN'), ('i', 'VBP'), ('still', 'RB'), ('nervous', 'JJ'), ('over', 'IN'), ('delta', 'JJ'), ('especially', 'RB'), ('lambda', 'JJ'), ('strains', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('still', 'RB'), ('wearing', 'VBG'), ('mask', 'NN'), ('using', 'VBG'), ('hand', 'NN'), ('sanitizer', 'NN'), ('mask', 'NN'), ('it', 'PRP'), ('or', 'CC'), ('casket', 'VB')]","['get', 'pfizer', 'vaccine', 'still', 'nervous', 'delta', 'especially', 'lambda', 'strain', 'still', 'wearing_mask', 'use', 'hand_sanitizer', 'mask', 'casket']",get pfizer vaccine still nervous delta especially lambda strain still wearing_mask use hand_sanitizer mask casket,"{'neg': 0.171, 'neu': 0.71, 'pos': 0.119, 'compound': -0.0972}",-0.0972,negative
"yeah it was bad me, i mean not crazy bad but like yeah. it was only day so it was like whatever. yeah i got pfizer","[('yeah', 'NN'), ('it', 'PRP'), ('was', 'VBD'), ('bad', 'JJ'), ('me', 'PRP'), ('i', 'JJ'), ('mean', 'VBP'), ('not', 'RB'), ('crazy', 'JJ'), ('bad', 'JJ'), ('but', 'CC'), ('like', 'IN'), ('yeah', 'JJR'), ('it', 'PRP'), ('was', 'VBD'), ('only', 'RB'), ('day', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('like', 'IN'), ('whatever', 'WDT'), ('yeah', 'NN'), ('i', 'NN'), ('got', 'VBD'), ('pfizer', 'NN')]","['yeah', 'bad', 'mean', 'not', 'bad', 'like', 'yeah', 'day', 'like', 'whatever', 'yeah', 'get', 'pfizer']",yeah bad mean not bad like yeah day like whatever yeah get pfizer,"{'neg': 0.126, 'neu': 0.448, 'pos': 0.426, 'compound': 0.8663}",0.8663,positive
"then there's pfizer. company called ""habitual offender"" medical fraud by dept justice.","[('then', 'RB'), ('there', 'EX'), ('i', 'JJ'), ('pfizer', 'NN'), ('company', 'NN'), ('called', 'VBD'), ('habitual', 'JJ'), ('offender', 'NN'), ('medical', 'JJ'), ('fraud', 'NN'), ('by', 'IN'), ('dept', 'NN'), ('justice', 'NN')]","['pfizer', 'company', 'call', 'habitual', 'offender', 'medical', 'fraud', 'dept', 'justice']",pfizer company call habitual offender medical fraud dept justice,"{'neg': 0.337, 'neu': 0.481, 'pos': 0.182, 'compound': -0.4404}",-0.4404,negative
good news fda is giving full approval pfizer vaccine early next month.,"[('good', 'JJ'), ('news', 'NN'), ('fda', 'NN'), ('is', 'VBZ'), ('giving', 'VBG'), ('full', 'JJ'), ('approval', 'NN'), ('pfizer', 'NN'), ('vaccine', 'VBP'), ('early', 'JJ'), ('next', 'JJ'), ('month', 'NN')]","['good', 'news', 'fda', 'give', 'full', 'approval', 'pfizer', 'vaccine', 'early', 'next', 'month']",good news fda give full approval pfizer vaccine early next month,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.8126}",0.8126,positive
"thank you, bishop. as you know i am immunocompromised. looking forward day when i can again enter cotle. i had two pfizer vaccines will get booster when available.","[('thank', 'NN'), ('you', 'PRP'), ('bishop', 'VBP'), ('as', 'IN'), ('you', 'PRP'), ('know', 'VBP'), ('i', 'JJ'), ('am', 'VBP'), ('immunocompromised', 'VBN'), ('looking', 'VBG'), ('forward', 'RB'), ('day', 'NN'), ('when', 'WRB'), ('i', 'NN'), ('can', 'MD'), ('again', 'RB'), ('enter', 'VB'), ('cole', 'NN'), ('i', 'NN'), ('had', 'VBD'), ('two', 'CD'), ('pfizer', 'NN'), ('vaccines', 'NNS'), ('will', 'MD'), ('get', 'VB'), ('booster', 'NN'), ('when', 'WRB'), ('available', 'JJ')]","['thank', 'bishop', 'know', 'immunocompromise', 'looking_forward', 'day', 'enter', 'cole', 'two', 'pfizer', 'vaccine', 'get', 'booster', 'available']",thank bishop know immunocompromise looking_forward day enter cole two pfizer vaccine get booster available,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.3612,positive
"yo me puse cansino, hace 3 meses, no le tengo mucha confianza. ¿que pasa si ahora me pongo pfizer","[('i', 'NN'), ('got', 'VBD'), ('tired', 'JJ'), ('three', 'CD'), ('months', 'NNS'), ('ago', 'IN'), ('i', 'JJ'), ('don', 'VBP'), ('i', 'NNS'), ('have', 'VBP'), ('much', 'JJ'), ('confidence', 'NN'), ('in', 'IN'), ('him', 'PRP'), ('what', 'WP'), ('happens', 'VBZ'), ('if', 'IN'), ('i', 'JJ'), ('wear', 'VBP'), ('pfizer', 'NN'), ('now', 'RB')]","['get', 'tired', 'three', 'month', 'ago', 'much', 'confidence', 'happen', 'wear', 'pfizer']",get tired three month ago much confidence happen wear pfizer,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
#pfizer #vaccine #pfizerbiontech #covid #covidvaccine #covid19,"[('pfizer', 'NN'), ('vaccine', 'NN'), ('pfizerbiontech', 'NN'), ('covid', 'NN'), ('covidvaccine', 'NN')]","['pfizer', 'vaccine', 'pfizerbiontech', 'covid', 'covidvaccine']",pfizer vaccine pfizerbiontech covid covidvaccine,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"if you got johnson &amp; johnson shot, sf general will give you 'supplemental' pfizer or moderna shot #newsbreak","[('if', 'IN'), ('you', 'PRP'), ('got', 'VBD'), ('johnson', 'JJ'), ('amp', 'IN'), ('johnson', 'NN'), ('shot', 'NN'), ('of', 'IN'), ('general', 'JJ'), ('will', 'MD'), ('give', 'VB'), ('you', 'PRP'), ('supplemental', 'JJ'), ('pfizer', 'NN'), ('or', 'CC'), ('modern', 'JJ'), ('shot', 'NN'), ('newsbreak', 'NN')]","['get', 'johnson', 'amp', 'johnson', 'shoot', 'general', 'give', 'supplemental', 'pfizer', 'modern', 'shot', 'newsbreak']",get johnson amp johnson shoot general give supplemental pfizer modern shot newsbreak,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"aqui en us con pfizer y moderna se han contagiado y salvado, mi punto es que sucede con cualquier vacuna si no te sigues cuidando aunque da mas leve","[('here', 'RB'), ('in', 'IN'), ('us', 'PRP'), ('with', 'IN'), ('pfizer', 'NN'), ('and', 'CC'), ('modern', 'JJ'), ('they', 'PRP'), ('have', 'VBP'), ('been', 'VBN'), ('infected', 'VBN'), ('and', 'CC'), ('saved', 'VBN'), ('my', 'PRP$'), ('point', 'NN'), ('is', 'VBZ'), ('that', 'IN'), ('it', 'PRP'), ('happens', 'VBZ'), ('with', 'IN'), ('any', 'DT'), ('vaccine', 'NN'), ('if', 'IN'), ('you', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('continue', 'VB'), ('to', 'TO'), ('take', 'VB'), ('care', 'NN'), ('of', 'IN'), ('yourself', 'PRP'), ('although', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('milder', 'RBR')]","['us', 'pfizer', 'modern', 'infect', 'save', 'point', 'happen', 'vaccine', 'not', 'continue', 'take', 'care', 'although', 'milder']",us pfizer modern infect save point happen vaccine not continue take care although milder,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
"... israel australia. many these have proven incredibly effective. if same fast track methods used bring pfizer, moderna, johnson &amp; johnson vaccines quickly can be used with patch pill vaccines, i believe vaccinations will skyrocket. please consider.","[('israel', 'NN'), ('australia', 'VBD'), ('many', 'JJ'), ('these', 'DT'), ('have', 'VBP'), ('proven', 'VBN'), ('incredibly', 'RB'), ('effective', 'JJ'), ('if', 'IN'), ('same', 'JJ'), ('fast', 'JJ'), ('track', 'NN'), ('methods', 'NNS'), ('used', 'VBD'), ('bring', 'VBG'), ('pfizer', 'NN'), ('modern', 'JJ'), ('johnson', 'NN'), ('amp', 'NN'), ('johnson', 'NN'), ('vaccines', 'NNS'), ('quickly', 'RB'), ('can', 'MD'), ('be', 'VB'), ('used', 'VBN'), ('with', 'IN'), ('patch', 'NN'), ('pill', 'NN'), ('vaccines', 'NNS'), ('i', 'VBP'), ('believe', 'VBP'), ('vaccinations', 'NNS'), ('will', 'MD'), ('skyrocket', 'VB'), ('please', 'VB'), ('consider', 'VB')]","['israel', 'australia', 'many', 'prove', 'incredibly', 'effective', 'fast_track', 'method', 'use', 'bring', 'pfizer', 'modern', 'johnson', 'amp', 'johnson', 'vaccine', 'quickly', 'use', 'patch', 'pill', 'vaccine', 'believe', 'vaccination', 'skyrocket', 'please', 'consider']",israel australia many prove incredibly effective fast_track method use bring pfizer modern johnson amp johnson vaccine quickly use patch pill vaccine believe vaccination skyrocket please consider,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.6901}",0.6901,positive
only caution here is that this was combination az pfizer. singapore study showing declining viral load among vaxxed pfizer people might be more useful counter p-town coverage.,"[('only', 'RB'), ('caution', 'NN'), ('here', 'RB'), ('is', 'VBZ'), ('that', 'IN'), ('this', 'DT'), ('was', 'VBD'), ('combination', 'NN'), ('az', 'IN'), ('pfizer', 'NN'), ('singapore', 'NN'), ('study', 'NN'), ('showing', 'VBG'), ('declining', 'VBG'), ('viral', 'JJ'), ('load', 'NN'), ('among', 'IN'), ('valued', 'JJ'), ('pfizer', 'NN'), ('people', 'NNS'), ('might', 'MD'), ('be', 'VB'), ('more', 'RBR'), ('useful', 'JJ'), ('counter', 'NN'), ('i', 'NN'), ('town', 'NN'), ('coverage', 'NN')]","['caution', 'combination', 'pfizer', 'singapore', 'study', 'show', 'decline', 'viral_load', 'among', 'value', 'pfizer', 'people', 'might', 'useful', 'counter', 'town', 'coverage']",caution combination pfizer singapore study show decline viral_load among value pfizer people might useful counter town coverage,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4927}",0.4927,positive
everyone i know that’s been vaccinated got it has had pfizer. i know not much help. i’m pleasantly surprised that you’re vaccinated though; get well soon king👑,"[('everyone', 'NN'), ('i', 'NN'), ('know', 'VBP'), ('that', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('been', 'VBN'), ('vaccinated', 'VBN'), ('got', 'VBD'), ('it', 'PRP'), ('has', 'VBZ'), ('had', 'VBN'), ('pfizer', 'VBN'), ('i', 'NNS'), ('know', 'VBP'), ('not', 'RB'), ('much', 'JJ'), ('help', 'NN'), ('i', 'VB'), ('i', 'NN'), ('i', 'VBP'), ('pleasantly', 'RB'), ('surprised', 'VBN'), ('that', 'IN'), ('you', 'PRP'), ('i', 'VBP'), ('re', 'VBP'), ('vaccinated', 'VBN'), ('though', 'IN'), ('get', 'NN'), ('well', 'RB'), ('soon', 'RB'), ('ingrown', 'JJ')]","['everyone', 'know', 'vaccinated', 'get', 'pfizer', 'know', 'not', 'much', 'help', 'pleasantly_surprise', 'vaccinate', 'though', 'get', 'well', 'soon', 'ingrown']",everyone know vaccinated get pfizer know not much help pleasantly_surprise vaccinate though get well soon ingrown,"{'neg': 0.074, 'neu': 0.692, 'pos': 0.234, 'compound': 0.5916}",0.5916,positive
1. fda approval #pfizer full licensure must happen quickly. it can help w/ #mandates &amp; trust. 2. boost or not certain populations will need #booster shot. fda must weigh this as well. #deltavariant has changed game. 3. #globalvaccineequity is key,"[('one', 'CD'), ('fda', 'NN'), ('approval', 'NN'), ('pfizer', 'NN'), ('full', 'JJ'), ('license', 'NN'), ('must', 'MD'), ('happen', 'VB'), ('quickly', 'RB'), ('it', 'PRP'), ('can', 'MD'), ('help', 'VB'), ('i', 'VB'), ('mandates', 'NNS'), ('amp', 'JJ'), ('trust', 'NN'), ('two', 'CD'), ('boost', 'NN'), ('or', 'CC'), ('not', 'RB'), ('certain', 'JJ'), ('populations', 'NNS'), ('will', 'MD'), ('need', 'VB'), ('booster', 'NN'), ('shot', 'JJ'), ('fda', 'NN'), ('must', 'MD'), ('weigh', 'VB'), ('this', 'DT'), ('as', 'RB'), ('well', 'RB'), ('deltavariant', 'NN'), ('has', 'VBZ'), ('changed', 'VBN'), ('game', 'NN'), ('three', 'CD'), ('globalvaccineequity', 'NN'), ('is', 'VBZ'), ('key', 'JJ')]","['one', 'fda', 'approval', 'pfizer', 'full', 'license', 'must', 'happen', 'quickly', 'help', 'mandate', 'amp', 'trust', 'two', 'boost', 'not', 'certain', 'population', 'need', 'booster', 'shoot', 'fda', 'must', 'weigh', 'well', 'deltavariant', 'change', 'game', 'three', 'globalvaccineequity', 'key']",one fda approval pfizer full license must happen quickly help mandate amp trust two boost not certain population need booster shoot fda must weigh well deltavariant change game three globalvaccineequity key,"{'neg': 0.036, 'neu': 0.684, 'pos': 0.28, 'compound': 0.9019}",0.9019,positive
"es correcto, la segunda dosis de pfizer si que pega","[('that', 'IN'), ('i', 'RB'), ('right', 'VBD'), ('the', 'DT'), ('second', 'JJ'), ('dose', 'NN'), ('of', 'IN'), ('pfizer', 'JJ'), ('sure', 'JJ'), ('hits', 'NNS')]","['right', 'second', 'dose', 'pfizer', 'sure', 'hit']",right second dose pfizer sure hit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
"oh yes. abso-bloody-lutely. most above 40yo got az. efficacy hospitalisations, serious illness death az, pfizer moderna all above 90%. ontario - we are up 81% first dose 71% 2nd all people 12+ yo","[('oh', 'UH'), ('yes', 'NNS'), ('also', 'RB'), ('bloody', 'VBP'), ('lutely', 'RB'), ('most', 'RBS'), ('above', 'JJ'), ('yo', 'NN'), ('got', 'VBD'), ('az', 'JJ'), ('efficacy', 'NN'), ('hospitalizations', 'NNS'), ('serious', 'JJ'), ('illness', 'JJ'), ('death', 'NN'), ('az', 'NN'), ('pfizer', 'NN'), ('modern', 'JJ'), ('all', 'DT'), ('above', 'IN'), ('ninety', 'NN'), ('i', 'NN'), ('ontario', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('up', 'RP'), ('first', 'RB'), ('dose', 'VB'), ('and', 'CC'), ('all', 'DT'), ('people', 'NNS'), ('twelve', 'VBP'), ('yo', 'NN')]","['yes', 'also', 'bloody', 'lutely', 'yo', 'get', 'efficacy', 'hospitalization', 'serious_illness', 'death', 'pfizer', 'modern', 'ninety', 'ontario', 'first', 'dose', 'people', 'twelve', 'yo']",yes also bloody lutely yo get efficacy hospitalization serious_illness death pfizer modern ninety ontario first dose people twelve yo,"{'neg': 0.205, 'neu': 0.725, 'pos': 0.07, 'compound': -0.6369}",-0.6369,negative
lol…it’s coming. pfizer looking at sept moderna expected follow shortly after,"[('lol', 'NN'), ('i', 'VBZ'), ('it', 'PRP'), ('i', 'JJ'), ('i', 'VBP'), ('coming', 'VBG'), ('pfizer', 'NN'), ('looking', 'VBG'), ('at', 'IN'), ('sept', 'JJ'), ('modern', 'JJ'), ('expected', 'VBN'), ('follow', 'NN'), ('shortly', 'RB'), ('after', 'IN')]","['lol', 'come', 'pfizer', 'look', 'sept', 'modern', 'expect', 'follow', 'shortly']",lol come pfizer look sept modern expect follow shortly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
how find me at megaplex days: thursday - monday fursuits i'm bringing: • 🌭 • 🎮 will be hanging with my fiancé 🐯🐲 i am 100% vaccinated with pfizer 💉 they/them pronouns preferred,"[('how', 'WRB'), ('find', 'VB'), ('me', 'PRP'), ('at', 'IN'), ('megaplex', 'JJ'), ('days', 'NNS'), ('thursday', 'RB'), ('monday', 'VBP'), ('pursuits', 'NNS'), ('i', 'VBP'), ('i', 'VBP'), ('bringing', 'VBG'), ('i', 'NN'), ('hotdog', 'NN'), ('i', 'NN'), ('videogame', 'NN'), ('will', 'MD'), ('be', 'VB'), ('hanging', 'VBG'), ('with', 'IN'), ('my', 'PRP$'), ('fiance', 'NN'), ('i', 'NN'), ('am', 'VBP'), ('vaccinated', 'VBN'), ('with', 'IN'), ('pfizer', 'NN'), ('syringe', 'NN'), ('they', 'PRP'), ('them', 'PRP'), ('pronouns', 'VBP'), ('preferred', 'JJ')]","['find', 'megaplex', 'day', 'thursday', 'monday', 'pursuit', 'bring', 'hotdog', 'videogame', 'hang', 'fiance', 'vaccinated', 'pfizer', 'syringe', 'pronoun', 'prefer']",find megaplex day thursday monday pursuit bring hotdog videogame hang fiance vaccinated pfizer syringe pronoun prefer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
i already got pfizer vaccine 2 shots april. i'm doing fine.,"[('i', 'NN'), ('already', 'RB'), ('got', 'VBD'), ('pfizer', 'JJ'), ('vaccine', 'NN'), ('two', 'CD'), ('shots', 'NNS'), ('april', 'IN'), ('i', 'NN'), ('i', 'VBP'), ('doing', 'VBG'), ('fine', 'NN')]","['already', 'get', 'pfizer', 'vaccine', 'two', 'shot', 'april', 'fine']",already get pfizer vaccine two shot april fine,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.2023}",0.2023,positive
"i know someone who got pfizer vaccine january. they got covid last month got very sick. it’s getting scary out here, even us vaccinated folks","[('i', 'NN'), ('know', 'VBP'), ('someone', 'NN'), ('who', 'WP'), ('got', 'VBD'), ('pfizer', 'RB'), ('vaccine', 'JJ'), ('january', 'NN'), ('they', 'PRP'), ('got', 'VBD'), ('covid', 'JJ'), ('last', 'JJ'), ('month', 'NN'), ('got', 'VBD'), ('very', 'RB'), ('sick', 'JJ'), ('it', 'PRP'), ('i', 'VBZ'), ('i', 'JJ'), ('getting', 'VBG'), ('scary', 'JJ'), ('out', 'IN'), ('here', 'RB'), ('even', 'RB'), ('us', 'PRP'), ('vaccinated', 'VBD'), ('folks', 'NNS')]","['know', 'someone', 'get', 'pfizer', 'vaccine', 'january', 'get', 'covid', 'last', 'month', 'get', 'sick', 'get', 'scary', 'even', 'we', 'vaccinated', 'folk']",know someone get pfizer vaccine january get covid last month get sick get scary even we vaccinated folk,"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.7778}",-0.7778,negative
ppl are not going be happy when these vaccines get official fda approval they have pay out pocket 😐 pfizer looking be approved next month,"[('pal', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('going', 'VBG'), ('be', 'VB'), ('happy', 'JJ'), ('when', 'WRB'), ('these', 'DT'), ('vaccines', 'NNS'), ('get', 'VBP'), ('official', 'JJ'), ('fda', 'NNS'), ('approval', 'NN'), ('they', 'PRP'), ('have', 'VBP'), ('pay', 'VBN'), ('out', 'RP'), ('pocket', 'NN'), ('pfizer', 'NN'), ('looking', 'VBG'), ('be', 'VB'), ('approved', 'VBN'), ('next', 'JJ'), ('month', 'NN')]","['pal', 'not', 'go', 'happy', 'vaccine', 'get', 'official', 'fda', 'approval', 'pay', 'pocket', 'pfizer', 'look', 'approve', 'next', 'month']",pal not go happy vaccine get official fda approval pay pocket pfizer look approve next month,"{'neg': 0.141, 'neu': 0.671, 'pos': 0.189, 'compound': 0.3616}",0.3616,positive
"way take my second dose. selfie muna before get poke second time. 🥰 #covid_19 #pfizer #coronavirus 🙏🏻 go away. @ las vegas, nevada","[('way', 'NN'), ('take', 'VB'), ('my', 'PRP$'), ('second', 'JJ'), ('dose', 'JJ'), ('selfie', 'NNS'), ('muna', 'NN'), ('before', 'IN'), ('get', 'NN'), ('poke', 'JJ'), ('second', 'JJ'), ('time', 'NN'), ('pfizer', 'NN'), ('coronavirus', 'NN'), ('go', 'VB'), ('away', 'RB'), ('las', 'JJ'), ('vegas', 'NN'), ('nevada', 'NN')]","['way', 'take', 'second', 'dose', 'selfie', 'muna', 'get', 'poke', 'second', 'time', 'pfizer', 'coronavirus', 'go', 'away', 'las_vegas', 'nevada']",way take second dose selfie muna get poke second time pfizer coronavirus go away las_vegas nevada,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
